PUZZLE,CATEGORY,DATE USED,WHEN USED
LENDING A HELPING HAND,What Are You Doing?,10/4/11 (#5472),R4
POUND SIGN,Thing,10/4/11 (#5472),BR
THERE SHE BLOWS!,Quotation,10/5/11 (#5473),T1
FRIENDS AND FAMILY,People,10/5/11 (#5473),T2
GRILLED SCALLOPS WITH ANGEL HAIR PASTA,Food & Drink,10/5/11 (#5473),R1
THE GREEN MOUNTAIN STATE,Place,10/5/11 (#5473),R2*
CARGO DECK OF CARDS,Before & After,10/5/11 (#5473),R3
YOU ARE SO BEAUTIFUL,Song Title,10/5/11 (#5473),T3
BLACKBEARD THE PIRATE,Proper Name,10/5/11 (#5473),R4
HOCKEY LEAGUE,Thing,10/5/11 (#5473),BR
HARBOR SEALS,Living Things,10/6/11 (#5474),T1
THEATER CRITIC,Occupation,10/6/11 (#5474),T2
YOU'RE GONNA NEED A BIGGER BOAT,Movie Quote,10/6/11 (#5474),R1
LIGHTS CAMERA ACTION FIGURES,Before & After,10/6/11 (#5474),R2
LUNCH WILL BE SERVED POOLSIDE,Phrase,10/6/11 (#5474),R3*
MODEL CITIZEN,Person,10/6/11 (#5474),T3
TICKLING MY FUNNY BONE,Fun & Games,10/6/11 (#5474),R4
VAGUE IDEA,Thing,10/6/11 (#5474),BR
TREASURE CHEST,Thing,10/7/11 (#5475),T1
MINNESOTA VIKINGS,Proper Name,10/7/11 (#5475),T2
DANCING AND DAIRY QUEEN,Same Name,10/7/11 (#5475),R1
BELGIAN WAFFLES TOPPED WITH WHIPPED CREAM,Food & Drink,10/7/11 (#5475),R2
I'VE BEEN WORKING ON THE RAILROAD,Song Title,10/7/11 (#5475),R3*
MINIATURE GOLF,Fun & Games,10/7/11 (#5475),T3
ALL'S WELL THAT ENDS WELL,Phrase,10/7/11 (#5475),R4
I WON'T BUDGE,Phrase,10/7/11 (#5475),BR
FRESH FLOWERS,Around the House,10/10/11 (#5476),T1
DANCE PARTNER,Person,10/10/11 (#5476),T2
CHOCOLATES ON MY PILLOW,Food & Drink,10/10/11 (#5476),R1
IS THIS A GREAT GAME OR WHAT?,Phrase,10/10/11 (#5476),R2*
CAN YOU KEEP A SECRET ADMIRER,Before & After,10/10/11 (#5476),R3
THE REAL DEAL,Rhyme Time,10/10/11 (#5476),T3
PIPPI LONGSTOCKING,Fictional Character,10/10/11 (#5476),R4
CORKBOARD,Thing,10/10/11 (#5476),BR
NANTUCKET,On the Map,10/11/11 (#5477),T1
ART GALLERY,Place,10/11/11 (#5477),T2
WINNING LOTTERY TICKET,Thing,10/11/11 (#5477),R1
PROFESSIONAL PING-PONG PLAYER,Same Letter,10/11/11 (#5477),R2
WORLDWIDE SMASH-HIT MUSICAL,Show Biz,10/11/11 (#5477),R3*
HONEYMOONERS,People,10/11/11 (#5477),T3
HEAD OF THE PACK,Phrase,10/11/11 (#5477),R4
HOLD OUT HOPE,Phrase,10/11/11 (#5477),BR
LONG WEEKEND,Event,10/12/11 (#5478),T1
SLEEPING IN,What Are You Doing?,10/12/11 (#5478),T2
THE MARTHA STEWART SHOW,TV Title,10/12/11 (#5478),R1
ON THE GOOD SHIP LOLLIPOP,Song Lyrics,10/12/11 (#5478),R2*
I THINK I'M GETTING THE HANG OF THIS,Phrase,10/12/11 (#5478),R3
FRIENDLY SERVICE,Thing,10/12/11 (#5478),T3
PERFORMING A MAGIC TRICK,Show Biz,10/12/11 (#5478),R4
HORSEBACK RIDING,Fun & Games,10/12/11 (#5478),R5
I'M JUST TOO BUSY,Phrase,10/12/11 (#5478),BR
INNKEEPER,Occupation,10/13/11 (#5479),T1
A WALK IN THE THE PARK,Phrase,10/13/11 (#5479),T2
CRYSTAL CANDLESTICKS,Around the House,10/13/11 (#5479),R1
SOMETHING OLD SOMETHING NEW ENGLAND,Before & After,10/13/11 (#5479),R2
TASTY JAMAICAN RUM PUNCH,Food & Drink,10/13/11 (#5479),R3*
LITTLE BO-PEEP,Fictional Character,10/13/11 (#5479),T3
HIDDEN COMPARTMENT,Thing,10/13/11 (#5479),R4
MOIST BROWNIES,Food & Drink,10/13/11 (#5479),BR
MARRIED COUPLE,People,10/14/11 (#5480),T1
REESE WITHERSPOON,Proper Name,10/14/11 (#5480),T2
BLUE JAYS AND CARDINALS,Living Things,10/14/11 (#5480),R1
FLIGHT ATTENDANTS PREPARE FOR LANDING,Phrase,10/14/11 (#5480),R2*
SUPERMAN'S CAPE COD,Before & After,10/14/11 (#5480),R3
THANK-YOU NOTE,Thing,10/14/11 (#5480),T3
LEMON MERINGUE PIE,Food & Drink,10/14/11 (#5480),R4
CALYSPO BEAT,Thing,10/14/11 (#5480),BR
FEEL THE HEAT,Phrase,10/17/11 (#5481),T1
SANTA FE NEW MEXICO,On the Map,10/17/11 (#5481),T2
RISE OF THE PLANET OF THE APES,Movie Title,10/17/11 (#5481),R1
MANDATORY MONDAY MORNING MEETING,Same Letter,10/17/11 (#5481),R2
COOLING OFF IN THE INFINITY POOL,Fun & Games,10/17/11 (#5481),R3*
HUGS AND KISSES,Things,10/17/11 (#5481),T3
BLOOMING WILDFLOWERS,Living Things,10/17/11 (#5481),R4
YOUNG CALF,Living Thing,10/17/11 (#5481),BR
MOJAVE DESERT,On the Map,10/18/11 (#5482),T1
BEAUTY PARLOR,Place,10/18/11 (#5482),T2
AUDIENCE PARTICIPATION SHOW,Show Biz,10/18/11 (#5482),R1
LOVE IS IN THE AIR CONDITIONING,Before & After,10/18/11 (#5482),R2
HAWAIIAN COCONUT PUDDING,Food & Drink,10/18/11 (#5482),R3*
TREASURE HUNTER,Person,10/18/11 (#5482),T3
IT'S JUST A MIRAGE,Phrase,10/18/11 (#5482),R4
BALE OF HAY,Thing,10/18/11 (#5482),BR
ARMADILLO,Living Thing,10/19/11 (#5483),T1
BRASS BAND,Show Biz,10/19/11 (#5483),T2
JOSHUA TREE NATIONAL PARK,Landmark,10/19/11 (#5483),R1
MAGICAL MYSTERY TOUR BUS DRIVER,Before & After,10/19/11 (#5483),R2
THE GRASS IS ALWAYS GREENER,Quotation,10/19/11 (#5483),R3*
CHEESE GRATER,In the Kitchen,10/19/11 (#5483),T3
CRUNCHING THE NUMBERS,Phrase,10/19/11 (#5483),R4
BANJO MUSIC,Thing,10/19/11 (#5483),BR
ON THE ROAD AGAIN,Song Title,10/20/11 (#5484),T1
LUCKY PENNY,Thing,10/20/11 (#5484),T2
LAS VEGAS & COMIC STRIP,Same Name,10/20/11 (#5484),R1
OATMEAL WITH BLUBERRIES AND WALNUTS,Food & Drink,10/20/11 (#5484),R2
READY FOR A NEW ADVENTURE,Phrase,10/20/11 (#5484),R3*
SNOW WHITE,Fictional Character,10/20/11 (#5484),T3
FROM WORST TO FIRST,Rhyme Time,10/20/11 (#5484),R4
FULL-BODIED FLAVOR,Thing,10/20/11 (#5484),BR
SOME LIKE IT HOT,Movie Title,10/21/11 (#5485),T1
JULIANNE MOORE,Proper Name,10/21/11 (#5485),T2
PUBLIC RELATIONS SPECIALIST,Occupation,10/21/11 (#5485),R1
BREAK DANCING WITH THE STARS,Before & After,10/21/11 (#5485),R2
YOU ARE THE SUNSHINE OF MY LIFE,Song Lyrics,10/21/11 (#5485),R3*
THE GREAT PYRAMID,Landmark,10/21/11 (#5485),T3
MIND OVER MATTER,Phrase,10/21/11 (#5485),R4
ORANGE GUMDROPS,Food & Drink,10/21/11 (#5485),BR
THRILLS AND CHILLS,Rhyme Time,10/24/11 (#5486),T1
MICROWAVE OVEN,In the Kitchen,10/24/11 (#5486),T2
I HAVE A SNEAKING SUSPICION,Phrase,10/24/11 (#5486),R1
BEST-SELLING AUTHOR ANNE RICE-A-RONI,Before & After,10/24/11 (#5486),R2
LUXURY SPA SERVICES,Things,10/24/11 (#5486),R3*
FANTASY FOOTBALL,Fun & Games,10/24/11 (#5486),T3
WHO WAS THAT MASKED MAN?,TV Quote,10/24/11 (#5486),R4
GOOD ADVICE,Thing,10/24/11 (#5486),BR
I SEE DEAD PEOPLE,Movie Quote,10/25/11 (#5487),T1
TAMPA BAY BUCCANEERS,Proper Name,10/25/11 (#5487),T2
THERE'S SOMETHING UNDER MY BED,Phrase,10/25/11 (#5488),R1
FEELING THE WARM TROPICAL BREEZE,What Are You Doing?,10/25/11 (#5487),R2*
CREEPY CRAWLY CREATURES,Same Letter,10/25/11 (#5487),R3
SUPERSTITION,Song Title,10/25/11 (#5487),T3
THE HEADLESS HORSEMAN,Fictional Character,10/25/11 (#5487),R4
BINGO PARLOR,Place,10/25/11 (#5487),BR
TRANSLYVANIA,On the Map,10/26/11 (#5488),T1
WHALE SHARK,Living Thing,10/26/11 (#5488),T2
IT'S THE GREAT PUMPKIN CHARLIE BROWN,Title,10/26/11 (#5488),R1
THINGS THAT GO BUMP IN THE NIGHT WATCHMAN,Before & After,10/26/11 (#5488),R2
WHICH WAY TO THE BEACH?,Phrase,10/26/11 (#5488),R3*
COSTUME SHOP,Place,10/26/11 (#5488),T3
BOBBING FOR APPLES,Fun & Games,10/26/11 (#5488),R4
CHECKING MY HOROSCOPE,What Are You Doing?,10/26/11 (#5488),R5
PARTY FAVOR,Thing,10/26/11 (#5488),BR
MAD SCIENTISTS,Person,10/27/11 (#5489),T1
CASPER WYOMING,On the Map,10/27/11 (#5489),T2
THE RAVEN BY EDGAR ALLEN POE,Title/Author,10/27/11 (#5489),R1
ENJOYING THE ALOHA SPIRIT,What Are You Doing?,10/27/11 (#5489),R2*
MORTICIA GOMEZ PUGSLEY & WEDNESDAY ADDAMS,Fictional Family,10/27/11 (#5489),R3
IT'S ALIVE! IT'S ALIVE!,Movie Quote,10/27/11 (#5489),T3
FLICKERING CANDLES,Around the House,10/27/11 (#5489),R4
STOCK QUOTE,Thing,10/27/11 (#5489),BR
CANDY CORN,Food & Drink,10/28/11 (#5490),T1
VERY VERY SCARY,Rhyme Time,10/28/11 (#5490),T2
IT WAS A DARK AND STORMY NIGHT,Quotation,10/28/11 (#5490),R1
DON'T WORRY BE HAPPY,Song Title,10/28/11 (#5490),R2*
FATHER OF THE BRIDE OF FRANKENSTEIN,Before & After,10/28/11 (#5490),R3
TOMBSTONE ARIZONA,On the Map,10/28/11 (#5490),T3
THAT GAVE ME THE WILLIES,Phrase,10/28/11 (#5490),R4
FAMILY TRADITIONS,Things,10/28/11 (#5490),R5
CASH FLOW,Phrase,10/28/11 (#5490),BR
GHOST STORY,Thing,10/31/11 (#5491),T1
DEVIL'S TOWER,Landmark,10/31/11 (#5491),T2
WITHCES WARLOCKS & WEREWOLVES,Same Letter,10/31/11 (#5491),R1
ESCAPE FROM THE EVERYDAY,Phrase,10/31/11 (#5491),R2*
IT WAS A GRAVEYARD SMASH,What's That Song?,10/31/11 (#5491),R3^
CARVING KNIFE,In the Kitchen,10/31/11 (#5491),T3
DRACULA'S CASTLE,Fictional Place,10/31/11 (#5491),R4
AN EASY FIX,Phrase,10/31/11 (#5491),BR
FLEX YOUR MUSCLES,Phrase,11/1/11 (#5492),T1
COMMERCIAL PILOT,Occupation,11/1/11 (#5492),T2
JOGGING ON A TREADMILL,What Are You Doing?,11/1/11 (#5492),R1
CANDY & PULL-UP BAR,Same Name,11/1/11 (#5492),R2
THE GAMBLER BY KENNY ROGERS,Song/Artist,11/1/11 (#5492),R3*
THE BAD NEWS BEARS,Movie Title,11/1/11 (#5492),T3
FIRST-ROUND DRAFT PICK,Person,11/1/11 (#5492),R4
CHROME FINISH,Thing,11/1/11 (#5492),BR
ROLLER DERBY,Fun & Games,11/2/11 (#5493),T1
CONCESSION STAND,Place,11/2/11 (#5493),T2
MYTHOLOGICAL HERO HERCULES,Fictional Character,11/2/11 (#5493),R1
BEAUTIFUL BABY'S BREATH BOUQUET,Same Letter,11/2/11 (#5493),R2
FRESH-CUT PINEAPPLE CHUNKS,Food & Drink,11/2/11 (#5493),R3*
WE ARE THE CHAMPIONS,Song Title,11/2/11 (#5493),T3
KEEP YOUR EYE ON THE BALL,Phrase,11/2/11 (#5493),R4
CLIMB ABOARD,Phrase,11/2/11 (#5493),BR
PERSONAL TRAINER,Occupation,11/3/11 (#5494),T1
FIGURE SKATING,Fun & Games,11/3/11 (#5494),T2
CHARIOTS OF FIRE HYDRANTS,Before & After,11/3/11 (#5494),R1
COOLING DOWN AFTER A HARD WORKOUT,What Are You Doing?,11/3/11 (#5494),R2
BEGINNER AND INTERMEDIATE SKI SLOPES,Places,11/3/11 (#5494),R3*
MEASURING CUP,In the Kitchen,11/3/11 (#5494),T3
GOOD NIGHT SLEEP TIGHT,Rhyme Time,11/3/11 (#5494),R4
FLIGHTS OF FANCY,Phrase,11/3/11 (#5494),BR
EXERCISE VIDEO,Thing,11/4/11 (#5495),T1
APPLAUSE SIGN,Show Biz,11/4/11 (#5495),T2
THERE'S NO CRYING IN BASEBALL,Movie Quote,11/4/11 (#5495),R1
BENCH PRESS YOUR LUCK,Before & After,11/4/11 (#5495),R2
BROADENING MY HORIZONS,What Are You Doing?,11/4/11 (#5495),R3*
SIMON SAYS,Fun & Games,11/4/11 (#5495),T3
QUARTERBACK TOM BRADY,Proper Name,11/4/11 (#5495),R4
AWFULLY NICE,Phrase,11/4/11 (#5495),BR
FOOTBALL PLAYERS,People,11/7/11 (#5496),T1
THE EMPIRE STATE,Place,11/7/11 (#5496),T2
VETERAN'S DAY PARADE,Event,11/7/11 (#5496),R1
NO-PARKING & TWILIGHT ZONE,Same Name,11/7/11 (#5496),R2
CHECKING THE SKI & SNOW REPORT,What Are You Doing?,11/7/11 (#5496),R3*
WOODEN SPICE RACK,In the Kitchen,11/7/11 (#5496),T3
THE ELEVEN O'CLOCK NEWS,Show Biz,11/7/11 (#5496),R4
UP FOR GRABS,Phrase,11/7/11 (#5496),BR
AND THE WINNER IS,Phrase,11/8/11 (#5497),T1
RIDING A CAROUSEL,Fun & Games,11/8/11 (#5497),T2
COMMEMORATIVE COIN COLLECTION,Same Letter,11/8/11 (#5497),R1
I'LL GET YOU MY PRETTY AND YOUR LITTLE DOG TOO!,Movie Quote,11/8/11 (#5497),R2^
LET'S GIVE THEM SOMETHING TO TALK ABOUT,Song Lyrics,11/8/11 (#5497),R3*
MORNING CUP OF COFFEE,Food & Drink,11/8/11 (#5497),T3
NEW YORK STOCK EXCHANGE,Landmark,11/8/11 (#5497),R4
BANK VAULT,Place,11/8/11 (#5497),BR
THE GRAND PRIZE,Thing,11/9/11 (#5498),T1
HERD OF ELEPHANTS,Living Things,11/9/11 (#5498),T2
TOASTED BAGELS WITH CREAM CHEESE,Food & Drink,11/9/11 (#5498),R1
SPECTACULAR STOCKING STUFFERS,Same Letter,11/9/11 (#5498),R2
BASKING IN THE WARM SUN,What Are You Doing?,11/9/11 (#5498),R3*
BRICK FIREPLACE,Around the House,11/9/11 (#5498),T3
IS THAT YOUR FINAL ANSWER?,TV Quote,11/9/11 (#5498),R4
LOUD GASP,Thing,11/9/11 (#5498),BR
GOVERNOR'S MANSION,Place,11/10/11 (#5499),T1
SECTIONAL SOFA,Around the House,11/10/11 (#5499),T2
ACTIONS SPEAK LOUDER THAN WORDS,Phrase,11/10/11 (#5499),R1
FINDERS KEEPERS LOSERS WEEPERS,Rhyme Time,11/10/11 (#5499),R2
WRITING WISH YOU WERE HERE ON A POSTCARD,What Are You Doing?,11/10/11 (#5499),R3*
TEEN HEARTTHROB,Person,11/10/11 (#5499),T3
FLUTTERING BUTTERFLIES,Living Things,11/10/11 (#5499),R4
DOUBLE KNOT,Thing,11/10/11 (#5499),BR
SATISFIED CUSTOMER,Person,11/11/11 (#5500),T1
THE LION KING,Movie Title,11/11/11 (#5500),T2
THE GREATEST THING SINCE SLICED BREAD,Phrase,11/11/11 (#5500),R1
SUGGESTION BOX OF DONUTS,Before & After,11/11/11 (#5500),R2
SCENIC HIKING TRAILS,Places,11/11/11 (#5500),R3*
OFFICAL WEBSITE,Thing,11/11/11 (#5500),T3
GOING THE EXTRA MILE,What Are You Doing?,11/11/11 (#5500),R4
BROWN BAG,Thing,11/11/11 (#5500),BR
SCORING A TOUCHDOWN,Fun & Games,11/14/11 (#5501),T1
JUSTIN TIMBERLAKE,Proper Name,11/14/11 (#5501),T2
LAW SCHOOL OF FISH,Before & After,11/14/11 (#5501),R1
INDEPENDENCE HALL IN PHILADELPHIA,Landmark,11/14/11 (#5501),R2
THE WORLD IS YOUR OYSTER,Quotation,11/14/11 (#5501),R3*
GARAGE SALE,Event,11/14/11 (#5501),T3
TICK-TOCK TICK-TOCK,Phrase,11/14/11 (#5501),R4
GLOSSY PHOTO,Thing,11/14/11 (#5501),R5
BRIEF VISIT,Event,11/14/11 (#5501),BR
ROUND AND ROUND SHE GOES,Quotation,11/15/11 (#5502),T1
THE EIFFEL TOWER,Landmark,11/15/11 (#5502),T2
BULLETIN & BOOGIE BOARD,Same Name,11/15/11 (#5502),R1
OZZY & SHARON OSBOURNE,Husband & Wife,11/15/11 (#5502),R2
DOWNHILL & CROSS-COUNTRY SKIING,Fun & Games,11/15/11 (#5502),R3*
BARGAIN HUNTER,Person,11/15/11 (#5502),T3
CELEBRITY SIGHTING,Event,11/15/11 (#5502),R4
GOOD GUESS,Phrase,11/15/11 (#5502),BR
AIRPLANE HANGAR,Place,11/16/11 (#5503),T1
KANSAS CITY CHIEFS,Proper Name,11/16/11 (#5503),T2
MILEY AND BILLY RAY CYRUS,Family,11/16/11 (#5503),R1
KING OF THE JUNGLE GYM,Before & After,11/16/11 (#5503),R2
MY LUCK IS ABOUT TO CHANGE,Phrase,11/16/11 (#5503),R3*
BIG BROTHER,TV Title,11/16/11 (#5503),T3
SHOPPING MALL SECURITY GUARD,Occupation,11/16/11 (#5503),R4
PERKS OF THE JOB,Things,11/16/11 (#5503),BR
ON THE CUTTING EDGE,Phrase,11/17/11 (#5504),T1
TELEVISION DIRECTOR,Show Biz,11/17/11 (#5504),T2
PENNY LANE BY THE BEATLES,Song/Artist,11/17/11 (#5504),R1
PERSONABLE PET PARAKEET,Same Letter,11/17/11 (#5504),R2
GUEST SERVICES DESK,Place,11/17/11 (#5504),R3*
E.T. PHONE HOME,Movie Quote,11/17/11 (#5504),T3
THROWING SNOWBALLS,Fun & Games,11/17/11 (#5504),R4
BUMPER STICKER,Thing,11/17/11 (#5504),BR
ONLINE AUCTION,Event,11/18/11 (#5505),T1
HUMPTY DUMPTY,Fictional Character,11/18/11 (#5505),T2
SETTING A NEW WORLD RECORD,Event,11/18/11 (#5505),R1
SIMON COWELL RETURNS IN THE X FACTOR,Show Biz,11/18/11 (#5505),R2
BE ON THE LOOKOUT FOR WILDLIFE,Phrase,11/18/11 (#5505),R3*
CONVENIENCE STORE,Place,11/18/11 (#5505),T3
THE STRONG SILENT TYPE,Person,11/18/11 (#5505),R4
BRACE YOURSELF,Phrase,11/18/11 (#5505),BR
DIAMOND PENDANT,Thing,11/21/11 (#5506),T1
CONNECT FOUR,Fun & Games,11/21/11 (#5506),T2
AWESOME MOVIE TRAILER,Show Biz,11/21/11 (#5506),R1
JUMPING UP AND DOWN PAYMENT,Before & After,11/21/11 (#5506),R2
GOOD VIBRATIONS BY THE BEACH BOYS,Song/Artist,11/21/11 (#5506),R3*
TED DANSON,Proper Name,11/21/11 (#5506),T3
HIGH-RANKING OFFICIALS,People,11/21/11 (#5506),R4
TOYING WITH THE IDEA,Phrase,11/21/11 (#5506),BR
GOLDEN OPPORTUNITY,Thing,11/22/11 (#5507),T1
VEGETABLE STEAMER,In the Kitchen,11/22/11 (#5507),T2
BOWLING AND CARPOOL LANE,Same Name,11/22/11 (#5507),R1
SPIKING THE BALL IN THE END ZONE,Fun & Games,11/22/11 (#5507),R2
WHERE DO I PICK UP MY SKI-LIFT TICKET?,Phrase,11/22/11 (#5507),R3*
THE SPACE NEEDLE,Landmark,11/22/11 (#5507),T3
SOLVING A RIDDLE,What Are You Doing?,11/22/11 (#5507),R4
NEWLYWED COUPLE,People,11/22/11 (#5507),BR
THE BROOKLYN BRIDGE,Landmark,11/23/11 (#5508),T1
BROADCAST BOOTH,Place,11/23/11 (#5508),T2
THE BIG APPLE DUMPLING,Before & After,11/23/11 (#5508),R1
MATTHEW BRODERICK & SARAH JESSICA PARKER,Husband & Wife,11/23/11 (#5508),R2
SOOTHING SPA TREATMENT,Things,11/23/11 (#5508),R3*
ANTIQUE DEALER,Occupation,11/23/11 (#5508),T3
NO STRINGS ATTACHED,Phrase,11/23/11 (#5508),R4
OFF THE RACK,Phrase,11/23/11 (#5508),BR
THE BRONX,On the Map,11/24/11 (#5509),T1
PIZZA BY THE SLICE,Food & Drink,11/24/11 (#5509),T2
THE DAILY SHOW WITH JON STEWART,TV Title,11/24/11 (#5509),R1
MADISON SQUARE GARDEN HOSE,Before & After,11/24/11 (#5509),R2
SNORKEL MASK AND FINS,Things,11/24/11 (#5509),R3*
COCKER SPANIEL,Living Thing,11/24/11 (#5509),T3
CONSTRUCTION FOREMAN,Occupation,11/24/11 (#5509),R4
FAVORITE MUG,Thing,11/24/11 (#5509),BR
PUBLIC LIBRARY,Place,11/25/11 (#5510),T1
THE LADIES OF THE VIEW,Show Biz,11/25/11 (#5510),T2
THE STATEN ISLAND FERRY,Thing,11/25/11 (#5510),R1
MANHATTAN'S UPPER WEST SIDE OF BEEF,Before & After,11/25/11 (#5510),R2
AN UNFORGETTABLE EXPERIENCE,Event,11/25/11 (#5510),R3*
POTTED PLANTS,Living Things,11/25/11 (#5510),T3
UNITED NATIONS TRANSLATOR,Occupation,11/25/11 (#5510),R4
GIVE IT AWAY,Phrase,11/25/11 (#5510),BR
SWISS CHOCOLATE,Food & Drink,11/28/11 (#5511),T1
SNOW LEOPARD,Living Thing,11/28/11 (#5511),T2
SURPRISE AND BRIDAL PARTY,Same Name,11/28/11 (#5511),R1
JACK FROST NIPPING AT YOUR NOSE,Song Lyrics,11/28/11 (#5511),R2
IT'S BEAUTIFUL THIS TIME OF YEAR,Phrase,11/28/11 (#5511),R3*
THE DR. OZ SHOW,TV Title,11/28/11 (#5511),T3
THERMAL UNDERWEAR,Thing,11/28/11 (#5511),R4
GLOBE,Thing,11/28/11 (#5511),BR
HIGH ALTITUDE,Thing,11/29/11 (#5512),T1
VICTORY PARADE,Event,11/29/11 (#5512),T2
KING ARTHUR AND SIR LANCELOT,Fictional Characters,11/29/11 (#5512),R1
PURPLE PAINSLEY PAJAMAS,Same Letter,11/29/11 (#5512),R2
AMAZING FIRE DANCERS AT THE LUAU,People,11/29/11 (#5512),R3*
WAFFLE IRON,In the Kitchen,11/29/11 (#5512),T3
SNUG AS A BUG IN A RUG,Rhyme Time,11/29/11 (#5512),R4
WILDLIFE PARK,Place,11/29/11 (#5512),BR
THE ITALIAN ALPS,On the Map,11/30/11 (#5513),T1
JOHNNY DEPP,Proper Name,11/30/11 (#5513),T2
A LITTER OF PUPPIES,Living Things,11/30/11 (#5513),R1
THE PRICE IS RIGHT TO REMAIN SILENT,Before & After,11/30/11 (#5513),R2
FRESH TROPICAL FRUIT SALAD,Food & Drink,11/30/11 (#5513),R3*
FLEECE EARMUFFS,Things,11/30/11 (#5513),T3
THE TOWN OF BEDROCK,Fictional Place,11/30/11 (#5513),R4
QUAINT SHOPS,Places,11/30/11 (#5513),BR
APPLE CIDER,Food & Drink,12/1/11 (#5514),T1
PONDEROSA PINES,Living Things,12/1/11 (#5514),T2
THE CONTINENT OF ANTARCTICA,On the Map,12/1/11 (#5514),R1
THREE LITTLE KITTENS THEY LOST THEIR MITTENS,Rhyme Time,12/1/11 (#5514),R2
I'VE BEEN WAITING FOR THIS MOMENT,Phrase,12/1/11 (#5514),R3*
MAID OF HONOR,Person,12/1/11 (#5514),T3
TURTLENECK SWEATER,Thing,12/1/11 (#5514),R4
LUNAR ECLIPSE,Event,12/1/11 (#5514),R5
MAKE IT OFFICIAL,Phrase,12/1/11 (#5514),BR
HATS AND SCARFS,Things,12/2/11 (#5515),T1
CLIPPING COUPONS,What Are You Doing?,12/2/11 (#5515),T2
NEWS ANCHOR DIANE SAWYER,Proper Name,12/2/11 (#5515),R1
YOU'RE A SILLY GOOSE DOWN COMPETITOR,Before & After,12/2/11 (#5515),R2
THE STUFF THAT DREAMS ARE MADE OF,Movie Quote,12/2/11 (#5515),R3*
FACTORY SHOWROOM,Place,12/2/11 (#5515),T3
THE MORAL OF THE STORY,Phrase,12/2/11 (#5515),R4
LOADED GIFT CARD,Thing,12/2/11 (#5515),BR
THE CAT'S MEOW,Phrase,12/5/11 (#5516),T1
SPORTSWRITER,Occupation,12/5/11 (#5516),T2
THOR THE GOD OF TUNDER,Fictional Character,12/5/11 (#5516),R1
THE TALE OF THE GOLDEN GOOSE BUMPS,Before & After,12/5/11 (#5516),R2
FROZEN PINAPPLE SMOOTHIE,Food & Drink,12/5/11 (#5516),R3*
CRYSTAL BALL,Thing,12/5/11 (#5516),T3
I'M HOOKED ON A FEELING,Song Lyrics,12/5/11 (#5516),R4
IN THE FOREGROUND,Place,12/5/11 (#5516),BR
AN AMERICAN ORIGINAL,Phrase,12/6/11 (#5517),T1
GEORGIA PEACH,Food & Drink,12/6/11 (#5517),T2
THAT'S WHAT FRIENDS ARE FOR,Song Lyrics,12/6/11 (#5517),R1
LUSH TROPICAL RAIN FOREST,Place,12/6/11 (#5517),R2*
ROOT BEER & PARADE FLOAT,Same Name,12/6/11 (#5517),R3
SOCIAL CALENDAR,Thing,12/6/11 (#5517),T3
I'M THE KING OF THE WORLD!,Movie Quote,12/6/11 (#5517),R4
PINK CARNATIONS,Living Things,12/6/11 (#5517),R5
HIGHWAY SIGN,Thing,12/6/11 (#5517),BR
JOHN HANCOCK,Proper Name,12/7/11 (#5518),T1
FAMILY GATHERING,Event,12/7/11 (#5518),T2
HILARIOUS ROMANTIC COMEDY,Show Biz,12/7/11 (#5518),R1
GOODNESS GRACIOUS GREAT BALLS OF FIRE!,Song Lyrics,12/7/11 (#5518),R2
HOTEL CONFIRMATION NUMBER,Thing,12/7/11 (#5518),R3*
SPECIALTY SHOP,Place,12/7/11 (#5518),T3
DON'T DILLY-DALLY,Same Letter,12/7/11 (#5518),R4
PUSHING THE ENVELOPE,Phrase,12/7/11 (#5518),R5
CALMING VOICE,Thing,12/7/11 (#5518),BR
MADE IN THE U.S.A.,Phrase,12/8/11 (#5519),T1
TEAM LEADER,Person,12/8/11 (#5519),T2
BRUCE WAYNE'S ALTER EGO BATMAN,Fictional Character,12/8/11 (#5519),R1
ANY YOU WANT IT THAT'S THE WAY YOU NEED IT,Song Lyrics,12/8/11 (#5519),R2*
WORKING AGAINST THE CLOCK,What Are You Doing?,12/8/11 (#5519),R3
BALTIMORE RAVENS,Proper Name,12/8/11 (#5519),T3
CHAMPIONSHIP RING,Thing,12/8/11 (#5519),R4
SUNDAY BUFFET,Thing,12/8/11 (#5519),BR
FIRST AND FOREMOST,Phrase,12/9/11 (#5520),T1
OLYMPIC GYMNAST,Person,12/9/11 (#5520),T2
FUNNYMAN JIMMY FALLON,Proper Name,12/9/11 (#5520),R1
PUNCHING & TOTE BAG,Same Name,12/9/11 (#5520),R2
CHARMING LOCAL CUSTOMS,Things,12/9/11 (#5520),R3*
THE BOSTON MARATHON,Event,12/9/11 (#5520),T3
FROM SEA TO SHINING SEA,Song Lyrics,12/9/11 (#5520),R4
DECORATING A CAKE,What Are You Doing?,12/9/11 (#5520),R5
I BLEW IT,Phrase,12/9/11 (#5520),BR
DRIVING RANGE,Place,12/12/11 (#5521),T1
TROPICAL FISH,Living Things,12/12/11 (#5521),T2
THE CELEBRITY APPRENTICE,TV Title,12/12/11 (#5521),R1
I'M ON CLOUD NINE IRON,Before & After,12/12/11 (#5521),R2
TAKING PICTURES WITH AN UNDERWATER CAMERA,What Are You Doing?,12/12/11 (#5521),R3*
SCOTLAND & WALES,On the Map,12/12/11 (#5521),T3
